"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"F1001C01","Population at Each Census","2011","2011","23","Sligo","1","Male","Number","32435"
"F1001C01","Population at Each Census","2011","2011","23","Sligo","2","Female","Number","32958"
"F1001C01","Population at Each Census","2011","2011","24","Cavan","-","Both sexes","Number","73183"
"F1001C01","Population at Each Census","2011","2011","24","Cavan","1","Male","Number","37013"
"F1001C01","Population at Each Census","2011","2011","24","Cavan","2","Female","Number","36170"
"F1001C01","Population at Each Census","2011","2011","25","Donegal","-","Both sexes","Number","161137"
"F1001C01","Population at Each Census","2011","2011","25","Donegal","1","Male","Number","80523"
"F1001C01","Population at Each Census","2011","2011","25","Donegal","2","Female","Number","80614"
"F1001C01","Population at Each Census","2011","2011","26","Monaghan","-","Both sexes","Number","60483"
"F1001C01","Population at Each Census","2011","2011","26","Monaghan","1","Male","Number","30441"
"F1001C01","Population at Each Census","2011","2011","26","Monaghan","2","Female","Number","30042"
"F1001C01","Population at Each Census","2016","2016","-","State","-","Both sexes","Number","4761865"
"F1001C01","Population at Each Census","2016","2016","-","State","1","Male","Number","2354428"
"F1001C01","Population at Each Census","2016","2016","-","State","2","Female","Number","2407437"
"F1001C01","Population at Each Census","2016","2016","01","Carlow","-","Both sexes","Number","56932"
"F1001C01","Population at Each Census","2016","2016","01","Carlow","1","Male","Number","28465"
"F1001C01","Population at Each Census","2016","2016","01","Carlow","2","Female","Number","28467"
"F1001C01","Population at Each Census","2016","2016","02","Dublin","-","Both sexes","Number","1347359"
"F1001C01","Population at Each Census","2016","2016","02","Dublin","1","Male","Number","658371"
"F1001C01","Population at Each Census","2016","2016","02","Dublin","2","Female","Number","688988"
"F1001C01","Population at Each Census","2016","2016","03","Kildare","-","Both sexes","Number","222504"
"F1001C01","Population at Each Census","2016","2016","03","Kildare","1","Male","Number","110546"
"F1001C01","Population at Each Census","2016","2016","03","Kildare","2","Female","Number","111958"
"F1001C01","Population at Each Census","2016","2016","04","Kilkenny","-","Both sexes","Number","99232"
"F1001C01","Population at Each Census","2016","2016","04","Kilkenny","1","Male","Number","49533"
"F1001C01","Population at Each Census","2016","2016","04","Kilkenny","2","Female","Number","49699"
"F1001C01","Population at Each Census","2016","2016","05","Laois","-","Both sexes","Number","84697"
"F1001C01","Population at Each Census","2016","2016","05","Laois","1","Male","Number","42811"
"F1001C01","Population at Each Census","2016","2016","05","Laois","2","Female","Number","41886"
"F1001C01","Population at Each Census","2016","2016","06","Longford","-","Both sexes","Number","40873"
"F1001C01","Population at Each Census","2016","2016","06","Longford","1","Male","Number","20587"
"F1001C01","Population at Each Census","2016","2016","06","Longford","2","Female","Number","20286"
"F1001C01","Population at Each Census","2016","2016","07","Louth","-","Both sexes","Number","128884"
"F1001C01","Population at Each Census","2016","2016","07","Louth","1","Male","Number","63633"
"F1001C01","Population at Each Census","2016","2016","07","Louth","2","Female","Number","65251"
"F1001C01","Population at Each Census","2016","2016","08","Meath","-","Both sexes","Number","195044"
"F1001C01","Population at Each Census","2016","2016","08","Meath","1","Male","Number","96776"
"F1001C01","Population at Each Census","2016","2016","08","Meath","2","Female","Number","98268"
"F1001C01","Population at Each Census","2016","2016","09","Offaly","-","Both sexes","Number","77961"
"F1001C01","Population at Each Census","2016","2016","09","Offaly","1","Male","Number","38838"
"F1001C01","Population at Each Census","2016","2016","09","Offaly","2","Female","Number","39123"
"F1001C01","Population at Each Census","2016","2016","10","Westmeath","-","Both sexes","Number","88770"
"F1001C01","Population at Each Census","2016","2016","10","Westmeath","1","Male","Number","44082"
"F1001C01","Population at Each Census","2016","2016","10","Westmeath","2","Female","Number","44688"
"F1001C01","Population at Each Census","2016","2016","11","Wexford","-","Both sexes","Number","149722"
"F1001C01","Population at Each Census","2016","2016","11","Wexford","1","Male","Number","73722"
"F1001C01","Population at Each Census","2016","2016","11","Wexford","2","Female","Number","76000"
"F1001C01","Population at Each Census","2016","2016","12","Wicklow","-","Both sexes","Number","142425"
"F1001C01","Population at Each Census","2016","2016","12","Wicklow","1","Male","Number","70156"
"F1001C01","Population at Each Census","2016","2016","12","Wicklow","2","Female","Number","72269"
"F1001C01","Population at Each Census","2016","2016","13","Clare","-","Both sexes","Number","118817"
"F1001C01","Population at Each Census","2016","2016","13","Clare","1","Male","Number","58785"
"F1001C01","Population at Each Census","2016","2016","13","Clare","2","Female","Number","60032"
"F1001C01","Population at Each Census","2016","2016","14","Cork","-","Both sexes","Number","542868"
"F1001C01","Population at Each Census","2016","2016","14","Cork","1","Male","Number","268675"
"F1001C01","Population at Each Census","2016","2016","14","Cork","2","Female","Number","274193"
"F1001C01","Population at Each Census","2016","2016","15","Kerry","-","Both sexes","Number","147707"
"F1001C01","Population at Each Census","2016","2016","15","Kerry","1","Male","Number","73055"
"F1001C01","Population at Each Census","2016","2016","15","Kerry","2","Female","Number","74652"
"F1001C01","Population at Each Census","2016","2016","16","Limerick","-","Both sexes","Number","194899"
"F1001C01","Population at Each Census","2016","2016","16","Limerick","1","Male","Number","97340"
"F1001C01","Population at Each Census","2016","2016","16","Limerick","2","Female","Number","97559"
"F1001C01","Population at Each Census","2016","2016","17","Tipperary","-","Both sexes","Number","159553"
"F1001C01","Population at Each Census","2016","2016","17","Tipperary","1","Male","Number","79668"
"F1001C01","Population at Each Census","2016","2016","17","Tipperary","2","Female","Number","79885"
"F1001C01","Population at Each Census","2016","2016","18","Waterford","-","Both sexes","Number","116176"
"F1001C01","Population at Each Census","2016","2016","18","Waterford","1","Male","Number","57651"
"F1001C01","Population at Each Census","2016","2016","18","Waterford","2","Female","Number","58525"
"F1001C01","Population at Each Census","2016","2016","19","Galway","-","Both sexes","Number","258058"
"F1001C01","Population at Each Census","2016","2016","19","Galway","1","Male","Number","127663"
"F1001C01","Population at Each Census","2016","2016","19","Galway","2","Female","Number","130395"
"F1001C01","Population at Each Census","2016","2016","20","Leitrim","-","Both sexes","Number","32044"
"F1001C01","Population at Each Census","2016","2016","20","Leitrim","1","Male","Number","16064"
"F1001C01","Population at Each Census","2016","2016","20","Leitrim","2","Female","Number","15980"
"F1001C01","Population at Each Census","2016","2016","21","Mayo","-","Both sexes","Number","130507"
"F1001C01","Population at Each Census","2016","2016","21","Mayo","1","Male","Number","65047"
"F1001C01","Population at Each Census","2016","2016","21","Mayo","2","Female","Number","65460"
"F1001C01","Population at Each Census","2016","2016","22","Roscommon","-","Both sexes","Number","64544"
"F1001C01","Population at Each Census","2016","2016","22","Roscommon","1","Male","Number","32377"
"F1001C01","Population at Each Census","2016","2016","22","Roscommon","2","Female","Number","32167"
"F1001C01","Population at Each Census","2016","2016","23","Sligo","-","Both sexes","Number","65535"
"F1001C01","Population at Each Census","2016","2016","23","Sligo","1","Male","Number","32365"
"F1001C01","Population at Each Census","2016","2016","23","Sligo","2","Female","Number","33170"
"F1001C01","Population at Each Census","2016","2016","24","Cavan","-","Both sexes","Number","76176"
"F1001C01","Population at Each Census","2016","2016","24","Cavan","1","Male","Number","38330"
"F1001C01","Population at Each Census","2016","2016","24","Cavan","2","Female","Number","37846"
"F1001C01","Population at Each Census","2016","2016","25","Donegal","-","Both sexes","Number","159192"
"F1001C01","Population at Each Census","2016","2016","25","Donegal","1","Male","Number","79022"
"F1001C01","Population at Each Census","2016","2016","25","Donegal","2","Female","Number","80170"
"F1001C01","Population at Each Census","2016","2016","26","Monaghan","-","Both sexes","Number","61386"
"F1001C01","Population at Each Census","2016","2016","26","Monaghan","1","Male","Number","30866"
"F1001C01","Population at Each Census","2016","2016","26","Monaghan","2","Female","Number","30520"
"F1001C01","Population at Each Census","2022","2022","-","State","-","Both sexes","Number","5149139"
"F1001C01","Population at Each Census","2022","2022","-","State","1","Male","Number","2544549"
"F1001C01","Population at Each Census","2022","2022","-","State","2","Female","Number","2604590"
"F1001C01","Population at Each Census","2022","2022","01","Carlow","-","Both sexes","Number","61968"
"F1001C01","Population at Each Census","2022","2022","01","Carlow","1","Male","Number","30822"
"F1001C01","Population at Each Census","2022","2022","01","Carlow","2","Female","Number","31146"
"F1001C01","Population at Each Census","2022","2022","02","Dublin","-","Both sexes","Number","1458154"
"F1001C01","Population at Each Census","2022","2022","02","Dublin","1","Male","Number","713606"
"F1001C01","Population at Each Census","2022","2022","02","Dublin","2","Female","Number","744548"
"F1001C01","Population at Each Census","2022","2022","03","Kildare","-","Both sexes","Number","247774"
"F1001C01","Population at Each Census","2022","2022","03","Kildare","1","Male","Number","123264"
"F1001C01","Population at Each Census","2022","2022","03","Kildare","2","Female","Number","124510"
"F1001C01","Population at Each Census","2022","2022","04","Kilkenny","-","Both sexes","Number","104160"
"F1001C01","Population at Each Census","2022","2022","04","Kilkenny","1","Male","Number","51883"
"F1001C01","Population at Each Census","2022","2022","04","Kilkenny","2","Female","Number","52277"
"F1001C01","Population at Each Census","2022","2022","05","Laois","-","Both sexes","Number","91877"
"F1001C01","Population at Each Census","2022","2022","05","Laois","1","Male","Number","46278"
"F1001C01","Population at Each Census","2022","2022","05","Laois","2","Female","Number","45599"
"F1001C01","Population at Each Census","2022","2022","06","Longford","-","Both sexes","Number","46751"
"F1001C01","Population at Each Census","2022","2022","06","Longford","1","Male","Number","23449"
"F1001C01","Population at Each Census","2022","2022","06","Longford","2","Female","Number","23302"
